Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,40.97,9.68,F,30
JZI,Airlines,Online,Value Plan,No,17,SRI LANKA,47.8,19.77,M,48
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,34.08,8.68,F,32
JZI,Airlines,Online,Basic Plan,No,14,HONG KONG,30.05,10.61,M,51
CBH,Travel Agency,Offline,Comprehensive Plan,No,12,THAILAND,28.23,10.18,M,67
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,26.84,6.27,M,27
JZI,Airlines,Online,Basic Plan,No,20,PHILIPPINES,9.86,3.11,M,48
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,17.27,5.38,F,76
JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,22.92,7.58,F,27
JZI,Airlines,Online,Basic Plan,No,34,INDIA,24.03,8.2,F,30
RAB,Airlines,Online,Value Plan,No,44,BRUNEI DARUSSALAM,27.42,10.26,F,52
JZI,Airlines,Online,Basic Plan,No,20,INDIA,19.45,13.9,M,38
JZI,Airlines,Online,Basic Plan,No,33,PHILIPPINES,31.74,11.57,F,49
LWC,Travel Agency,Online,Annual Travel Protect Gold,No,378,UNITED STATES,242.82,159.4,M,44
RAB,Airlines,Online,Value Plan,No,68,BRUNEI DARUSSALAM,16.75,5.69,M,49
JWT,Airlines,Online,Travel Cruise Protect,No,35,THAILAND,16.99,9.45,M,35
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.63,5.99,M,42
C2B,Airlines,Online,Gold Plan,No,164,SINGAPORE,319.01,31.32,F,51
JWT,Airlines,Online,Value Plan,No,10,INDIA,28.35,9.04,M,63
JZI,Airlines,Online,Basic Plan,No,12,CHINA,26.16,8.22,M,70
ART,Airlines,Online,24 Protect,No,4,MALAYSIA,21.94,7.96,M,48
JZI,Airlines,Online,Basic Plan,No,14,INDIA,27.53,8.95,M,41
CSR,Travel Agency,Offline,Premier Plan,No,14,AUSTRALIA,35.99,16.99,F,54
JZI,Airlines,Online,Basic Plan,No,30,CHINA,26.64,8.68,F,26
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,11,CHINA,56.25,25.19,F,58
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,16.77,4.23,M,46
JZI,Airlines,Online,Basic Plan,No,43,THAILAND,28.45,11.64,M,52
JZI,Airlines,Online,Value Plan,No,133,JAPAN,22.22,12.68,F,37
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,25.06,6.2,M,68
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,11.36,5.16,M,23
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,27.38,8.66,M,60
TST,Travel Agency,Offline,Travel Cruise Protect,No,71,THAILAND,32.44,11.35,F,35
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,16.09,3.34,M,25
C2B,Airlines,Online,Annual Silver Plan,No,395,SINGAPORE,290.23,57.28,M,30
CSR,Travel Agency,Offline,Comprehensive Plan,No,55,THAILAND,24.5,9.09,M,74
JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,24.49,8.66,F,49
JZI,Airlines,Online,Value Plan,No,0,PHILIPPINES,28.44,9.26,M,46
C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,47.48,12.05,M,30
C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,29.3,13.63,M,44
JZI,Airlines,Online,Basic Plan,No,12,PHILIPPINES,22.16,7.74,F,67
JZI,Airlines,Online,Basic Plan,No,22,MYANMAR,19.89,6.72,F,21
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,53.24,8.96,M,27
JZI,Airlines,Online,Basic Plan,No,9,INDONESIA,16.75,5.74,F,26
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,13,UNITED STATES,248.96,137.57,M,40
JZI,Airlines,Online,Basic Plan,No,63,INDONESIA,26.51,10.81,M,51
C2B,Airlines,Online,Annual Silver Plan,No,395,SINGAPORE,260.63,63.37,M,56
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,31.73,7.85,F,32
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,27.55,7.77,F,34
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,20.16,7.6,M,61
ART,Airlines,Online,24 Protect,No,18,VIET NAM,23.8,7.95,M,54
JZI,Airlines,Online,Basic Plan,No,0,THAILAND,19.61,7.05,M,41
C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,248.35,62.87,F,51
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,37.49,11.19,M,25
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,56.01,19.69,F,77
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,16.95,4.45,F,27
JZI,Airlines,Online,Basic Plan,No,27,VIET NAM,20.28,11.01,M,44
C2B,Airlines,Online,Bronze Plan,No,50,SINGAPORE,19.56,5.12,M,55
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,32.26,8.91,F,52
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,22.15,5.36,M,42
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,197.71,32.39,F,39
JWT,Airlines,Online,Value Plan,No,30,INDIA,194.13,54.11,M,118
C2B,Airlines,Online,Bronze Plan,No,59,SINGAPORE,47.6,12.17,F,53
JZI,Airlines,Online,Basic Plan,No,12,VIET NAM,24.49,11.17,F,32
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,29.64,7.93,M,29
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,89.07,10.94,F,66
C2B,Airlines,Online,Silver Plan,No,38,SINGAPORE,24.94,6.44,F,67
JZI,Airlines,Online,Basic Plan,No,17,INDONESIA,16.65,5.64,F,18
TST,Travel Agency,Offline,Travel Cruise Protect,No,28,THAILAND,31.6,10.04,F,74
C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,34.21,8.23,M,32
C2B,Airlines,Online,Annual Silver Plan,No,444,SINGAPORE,272.92,65.24,F,34
JZI,Airlines,Online,Basic Plan,No,14,MALAYSIA,14.92,4.49,M,35
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,14,"KOREA, REPUBLIC OF",129.65,44.26,M,27
KML,Travel Agency,Online,Premier Plan,No,16,INDONESIA,33.23,17.7,M,45
JZI,Airlines,Online,Basic Plan,No,4,CHINA,27.01,8.2,F,27
RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,30.34,7.99,F,66
JZI,Airlines,Online,Basic Plan,No,5,BRUNEI DARUSSALAM,16.34,6.14,F,32
ART,Airlines,Online,Value Plan,No,9,INDIA,30.11,11.12,M,52
JZI,Airlines,Online,Value Plan,No,9,"KOREA, REPUBLIC OF",44.65,16.0,M,65
KML,Travel Agency,Online,Premier Plan,No,8,HONG KONG,38.57,13.06,F,46
JZI,Airlines,Online,Basic Plan,No,6,THAILAND,19.13,6.35,M,53
JZI,Airlines,Online,Value Plan,No,418,UNITED STATES,248.75,85.04,M,33
JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,13.98,3.97,M,25
JZI,Airlines,Online,Basic Plan,No,94,SINGAPORE,91.08,19.97,F,35
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,22.36,4.99,F,29
JZI,Airlines,Online,Basic Plan,No,45,CHINA,32.8,15.32,M,30
LWC,Travel Agency,Online,Annual Travel Protect Gold,No,388,CHINA,191.61,139.25,F,37
JWT,Airlines,Online,Value Plan,No,20,INDIA,33.77,8.16,M,118
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.35,6.04,F,54
LWC,Travel Agency,Online,Value Plan,No,11,AUSTRALIA,53.95,19.91,M,40
C2B,Airlines,Online,Annual Silver Plan,No,408,SINGAPORE,223.18,61.2,F,41
ART,Airlines,Online,24 Protect,No,2,BRUNEI DARUSSALAM,13.25,5.37,M,54
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,22.92,5.85,F,30
JZI,Airlines,Online,Basic Plan,No,12,THAILAND,22.96,8.24,M,51
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,31.28,8.59,F,22
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,24.93,6.79,M,48
JZI,Airlines,Online,Basic Plan,No,31,THAILAND,28.65,9.86,M,62
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,19.67,5.48,M,69
JZI,Airlines,Online,Basic Plan,No,12,CHINA,32.67,6.69,M,50
C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,72.05,18.44,M,35
JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18.37,6.85,M,64
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,259.98,62.05,F,65
ART,Airlines,Online,24 Protect,No,12,MALAYSIA,26.46,8.54,M,51
JZI,Airlines,Online,Basic Plan,No,35,CHINA,35.08,11.66,F,32
JZI,Airlines,Online,Basic Plan,No,84,SINGAPORE,25.82,10.06,M,41
JZI,Airlines,Online,Basic Plan,No,24,PHILIPPINES,28.8,10.01,F,41
C2B,Airlines,Online,Silver Plan,No,175,SINGAPORE,81.7,17.02,F,51
JZI,Airlines,Online,Value Plan,No,50,INDONESIA,47.32,10.65,M,47
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,"KOREA, REPUBLIC OF",31.86,18.2,F,59
LWC,Airlines,Online,Annual Travel Protect Platinum,No,386,UNITED STATES,242.57,72.08,F,45
JZI,Airlines,Online,Basic Plan,No,22,MYANMAR,66.15,22.69,M,51
JZI,Airlines,Online,Basic Plan,No,14,CAMBODIA,35.25,6.95,F,57
KML,Travel Agency,Online,Value Plan,No,75,INDONESIA,25.84,11.24,F,59
C2B,Airlines,Online,Silver Plan,No,76,SINGAPORE,44.64,10.61,F,27
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,34.08,10.3,F,29
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,22.4,5.5,M,45
JWT,Airlines,Online,Value Plan,No,25,INDIA,60.46,20.13,M,118
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,57.72,12.61,M,30
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,34.76,7.79,F,66
JZI,Airlines,Online,Basic Plan,No,15,CHINA,23.92,9.0,M,49
JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,27.43,9.3,F,66
C2B,Airlines,Online,Bronze Plan,No,46,SINGAPORE,23.76,6.22,F,25
JZI,Airlines,Online,Basic Plan,No,7,HONG KONG,34.01,11.57,M,44
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,20.57,5.8,M,28
JZI,Airlines,Online,Basic Plan,No,24,INDONESIA,20.45,6.86,F,26
C2B,Airlines,Online,Bronze Plan,No,359,SINGAPORE,61.65,6.33,M,30
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,20.11,4.87,M,29
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,85.18,17.23,M,21
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,36.43,14.4,M,25
C2B,Airlines,Online,Bronze Plan,No,53,SINGAPORE,25.58,6.4,M,23
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,12.88,6.98,M,37
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,25.86,14.47,F,65
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.07,4.02,M,53
JWT,Airlines,Online,Value Plan,No,120,INDIA,81.59,5.13,M,42
JZI,Airlines,Online,Value Plan,No,5,CAMBODIA,33.2,7.02,F,61
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,15.32,3.49,M,19
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,17.77,4.9,F,42
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,24.34,6.11,F,28
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,27.75,6.75,F,19
JZI,Airlines,Online,Basic Plan,No,31,MALAYSIA,21.44,6.87,M,51
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,58.53,12.46,M,32
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,62.98,15.42,M,24
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,73.13,19.28,F,54
JZI,Airlines,Online,Basic Plan,No,63,JAPAN,38.98,13.58,F,30
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,41.61,9.77,F,31
JZI,Airlines,Online,Basic Plan,No,10,CHINA,22.01,7.35,F,28
JZI,Airlines,Online,Value Plan,No,14,JAPAN,27.28,12.66,F,42
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,26.71,8.51,M,32
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.87,3.83,M,26
JZI,Travel Agency,Offline,Basic Plan,No,42,THAILAND,26.52,8.42,M,43
JZI,Airlines,Online,Basic Plan,No,19,THAILAND,42.2,9.21,M,49
CCR,Travel Agency,Offline,24 Protect,No,2,MALAYSIA,29.95,10.67,M,62
C2B,Airlines,Online,Basic Plan,No,39,SINGAPORE,32.51,9.52,M,56
JZI,Airlines,Online,Value Plan,No,0,THAILAND,31.06,11.38,F,23
JZI,Airlines,Online,Basic Plan,No,13,MALAYSIA,19.63,6.8,F,24
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16.79,3.83,F,40
JZI,Airlines,Online,Basic Plan,No,16,CHINA,28.31,10.19,F,27
C2B,Airlines,Online,Annual Silver Plan,No,398,SINGAPORE,237.68,40.18,F,44
KML,Travel Agency,Online,Premier Plan,No,18,MALAYSIA,32.06,12.55,M,47
JZI,Airlines,Online,Basic Plan,No,5,MYANMAR,16.65,5.06,M,57
TST,Travel Agency,Offline,Travel Cruise Protect,No,13,THAILAND,29.79,9.69,F,61
JZI,Airlines,Online,Basic Plan,No,3,CHINA,21.51,13.61,M,73
C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,267.27,20.41,F,38
C2B,Airlines,Online,Silver Plan,No,27,SINGAPORE,30.64,6.87,M,24
ART,Airlines,Online,24 Protect,No,6,THAILAND,28.95,10.09,M,47
C2B,Airlines,Online,Annual Silver Plan,No,15,SINGAPORE,76.99,32.84,F,41
JZI,Airlines,Online,Value Plan,No,9,THAILAND,29.21,10.32,M,46
JWT,Airlines,Online,Value Plan,No,62,JAPAN,40.6,15.06,F,30
KML,Travel Agency,Online,Premier Plan,No,15,INDONESIA,35.87,15.7,M,48
C2B,Airlines,Online,Bronze Plan,No,0,SINGAPORE,5.92,10.3,M,45
JZI,Airlines,Online,Basic Plan,No,19,CHINA,52.54,16.62,M,52
RAB,Airlines,Online,Value Plan,No,16,BRUNEI DARUSSALAM,25.52,10.31,F,54
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,18.77,4.68,M,28
C2B,Airlines,Online,Gold Plan,No,92,SINGAPORE,90.21,19.38,M,28
JZI,Airlines,Online,Basic Plan,No,38,MALAYSIA,20.23,11.69,M,63
C2B,Airlines,Online,Silver Plan,No,24,SINGAPORE,52.8,15.32,M,31
C2B,Airlines,Online,Basic Plan,No,64,SINGAPORE,100.61,21.24,F,28
JZI,Airlines,Online,Basic Plan,No,15,CHINA,42.52,17.36,F,36
JZI,Airlines,Online,Basic Plan,No,17,THAILAND,31.34,11.49,M,45
JZI,Airlines,Online,Basic Plan,No,65,PHILIPPINES,32.03,11.48,F,26
JZI,Airlines,Online,Basic Plan,No,23,THAILAND,10.36,4.0,M,61
JZI,Airlines,Online,Basic Plan,No,49,PHILIPPINES,33.32,6.9,F,28
C2B,Airlines,Online,Gold Plan,No,12,SINGAPORE,70.81,22.9,M,45
C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,251.61,107.72,M,39
C2B,Airlines,Online,Bronze Plan,No,52,SINGAPORE,48.56,12.44,F,32
C2B,Airlines,Online,Annual Silver Plan,No,401,SINGAPORE,68.21,56.91,F,59
C2B,Airlines,Online,Bronze Plan,No,80,SINGAPORE,27.0,8.5,F,58
JZI,Airlines,Online,Basic Plan,No,4,PHILIPPINES,20.56,7.46,M,41
JZI,Airlines,Online,Basic Plan,No,106,PHILIPPINES,46.69,11.52,F,32
JZI,Airlines,Online,Basic Plan,No,29,MYANMAR,16.19,5.8,F,22
CCR,Travel Agency,Online,Comprehensive Plan,No,45,THAILAND,21.34,6.12,M,75
JZI,Airlines,Online,Basic Plan,No,8,SINGAPORE,17.27,5.12,F,42
JZI,Airlines,Online,Value Plan,No,55,PHILIPPINES,41.56,16.23,F,45
LWC,Airlines,Online,Single Trip Travel Protect Gold,No,65,CHINA,110.42,44.44,M,33
JWT,Airlines,Online,Value Plan,No,4,INDIA,99.7,36.83,M,118
JZI,Airlines,Online,Basic Plan,No,15,CHINA,22.89,10.03,F,47
C2B,Airlines,Online,Bronze Plan,No,40,SINGAPORE,34.65,8.54,F,30
JZI,Airlines,Online,Basic Plan,No,18,PHILIPPINES,24.44,7.75,M,62
C2B,Airlines,Online,Annual Silver Plan,No,354,SINGAPORE,262.73,62.05,F,60
JZI,Airlines,Online,Basic Plan,No,97,INDONESIA,23.31,8.91,F,47
JZI,Airlines,Online,Basic Plan,No,21,PHILIPPINES,35.32,13.9,M,57
C2B,Airlines,Online,Bronze Plan,No,0,SINGAPORE,12.45,3.87,M,51
JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,24.26,8.92,M,51
C2B,Airlines,Online,Annual Silver Plan,No,100,SINGAPORE,62.92,11.46,F,42
JWT,Travel Agency,Online,Single Trip Travel Protect Silver,No,21,INDIA,36.3,56.16,M,118
C2B,Airlines,Online,Bronze Plan,No,76,SINGAPORE,36.96,11.35,F,32
LWC,Travel Agency,Online,Annual Travel Protect Silver,No,371,CHINA,211.77,152.98,F,63
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,28.3,8.28,F,43
JWT,Airlines,Online,Value Plan,No,13,INDIA,48.98,14.53,M,116
KML,Travel Agency,Online,Premier Plan,No,27,IRELAND,101.16,37.13,M,63
JWT,Airlines,Online,Value Plan,No,23,INDONESIA,29.06,12.14,F,118
JZI,Airlines,Online,Basic Plan,No,81,THAILAND,31.47,13.67,M,33
JZI,Airlines,Online,Basic Plan,No,25,PHILIPPINES,28.22,10.2,M,68
JZI,Airlines,Online,Basic Plan,No,35,HONG KONG,25.58,8.96,F,26
C2B,Airlines,Online,Bronze Plan,No,57,SINGAPORE,55.56,7.98,F,49
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,269.49,49.67,M,34
JZI,Airlines,Online,Basic Plan,No,15,CHINA,40.3,15.71,M,75
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,23.14,6.24,M,38
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,359,SINGAPORE,106.64,0.45,M,27
C2B,Airlines,Online,Basic Plan,No,78,PHILIPPINES,62.43,20.39,F,35
C2B,Airlines,Online,Annual Silver Plan,No,385,SINGAPORE,302.69,73.61,M,43
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,26.37,6.13,F,24
JZI,Airlines,Online,Basic Plan,No,11,CHINA,29.55,9.35,M,35
C2B,Airlines,Online,Silver Plan,No,25,SINGAPORE,224.25,53.22,F,39
JZI,Airlines,Online,Value Plan,No,23,INDIA,102.83,23.0,M,52
JZI,Airlines,Online,Basic Plan,No,21,UNITED ARAB EMIRATES,23.1,17.7,M,48
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,21,INDONESIA,63.84,21.44,F,59
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,24.51,5.62,M,41
ART,Airlines,Online,24 Protect,No,31,CHINA,26.62,16.61,M,66
C2B,Airlines,Online,Gold Plan,No,59,SINGAPORE,114.11,25.23,F,60
JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,43.73,9.37,M,49
JZI,Airlines,Online,Basic Plan,No,32,INDONESIA,35.97,12.19,F,30
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,16.19,4.74,F,69
RAB,Airlines,Online,Basic Plan,No,44,THAILAND,18.62,7.21,F,29
C2B,Airlines,Online,Silver Plan,No,24,SINGAPORE,39.63,9.5,F,25
C2B,Airlines,Online,Annual Silver Plan,No,421,SINGAPORE,236.49,90.26,M,34
JZI,Airlines,Online,Basic Plan,No,20,"TAIWAN, PROVINCE OF CHINA",19.02,9.12,F,36
KML,Travel Agency,Online,Value Plan,No,16,INDONESIA,56.08,20.1,M,54
KML,Travel Agency,Online,Value Plan,No,23,THAILAND,38.78,19.18,F,56
JZI,Airlines,Online,Basic Plan,No,33,PHILIPPINES,21.72,7.81,F,33
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22.61,8.16,M,64
C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,20.9,5.38,F,48
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,15.39,4.21,M,36
JZI,Airlines,Online,Basic Plan,No,41,THAILAND,41.55,9.41,M,49
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,68.81,18.59,F,53
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,24.5,6.05,M,30
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,26.96,6.4,M,61
JZI,Airlines,Online,Basic Plan,No,16,THAILAND,21.48,8.69,M,45
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,61.33,13.97,M,46
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,37.62,8.77,M,21
KML,Travel Agency,Online,24 Protect,No,72,THAILAND,73.88,13.46,M,55
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,25.37,9.06,F,35
JZI,Airlines,Online,Basic Plan,No,20,CHINA,28.22,9.63,F,43
JZI,Airlines,Online,Basic Plan,No,24,PHILIPPINES,25.19,8.22,F,36
JZI,Airlines,Online,Basic Plan,No,39,PHILIPPINES,38.17,20.79,F,30
CBH,Travel Agency,Offline,Comprehensive Plan,No,50,MALAYSIA,27.53,9.6,F,66
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,27.47,6.96,F,22
C2B,Airlines,Online,Bronze Plan,No,8,PHILIPPINES,17.12,4.33,F,58
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,15.99,5.86,F,31
C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,37.29,9.72,F,25
JZI,Airlines,Online,Basic Plan,No,40,INDONESIA,18.96,6.58,F,49
JZI,Airlines,Online,Basic Plan,No,15,CHINA,22.56,8.14,M,30
C2B,Airlines,Online,Annual Silver Plan,No,406,SINGAPORE,240.27,64.87,F,27
ART,Airlines,Online,24 Protect,No,13,UNITED ARAB EMIRATES,54.23,15.2,M,48
JZI,Airlines,Online,Basic Plan,No,2,CAMBODIA,16.54,7.07,F,60
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,35.59,9.42,M,27
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,36.14,17.3,M,39
CBH,Travel Agency,Offline,Comprehensive Plan,No,64,THAILAND,30.77,9.63,F,28
CCR,Travel Agency,Online,Value Plan,No,10,JAPAN,28.89,8.23,M,37
JZI,Airlines,Online,Basic Plan,No,29,THAILAND,28.5,9.0,F,36
JZI,Travel Agency,Online,Basic Plan,No,19,THAILAND,47.69,9.41,M,59
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,33.81,9.58,M,32
JZI,Airlines,Online,Basic Plan,No,6,CHINA,23.13,7.7,M,73
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,62.41,12.55,M,38
JZI,Airlines,Online,Basic Plan,No,167,CHINA,55.42,15.15,F,31
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,53.44,9.72,M,24
C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,21.95,7.06,M,53
CSR,Travel Agency,Offline,Comprehensive Plan,No,87,THAILAND,27.15,9.51,M,69
C2B,Airlines,Online,Basic Plan,No,4,SINGAPORE,16.61,5.11,F,37
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,16.41,4.53,F,29
JZI,Airlines,Online,Basic Plan,No,27,CHINA,28.5,9.04,M,48
JZI,Airlines,Online,Basic Plan,No,24,THAILAND,19.6,7.33,F,21
JWT,Airlines,Online,Value Plan,No,18,INDIA,36.54,13.46,M,118
C2B,Airlines,Online,Annual Silver Plan,No,351,CHINA,47.63,53.27,M,50
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,17,UNITED STATES,34.3,20.57,M,36
JZI,Airlines,Online,Basic Plan,No,17,PHILIPPINES,10.13,6.22,F,56
JZI,Airlines,Online,Basic Plan,No,34,THAILAND,21.62,7.82,M,54
TST,Travel Agency,Offline,Travel Cruise Protect,No,82,THAILAND,24.44,10.41,F,29
JWT,Travel Agency,Online,Value Plan,No,24,INDIA,63.35,14.39,M,118
C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,37.14,8.62,F,37
JZI,Airlines,Online,Silver Plan,No,11,SINGAPORE,24.03,6.84,M,45
C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,27.66,11.65,M,70
JZI,Airlines,Online,Basic Plan,No,20,PHILIPPINES,26.89,9.0,M,35
C2B,Airlines,Online,Annual Silver Plan,No,413,SINGAPORE,202.11,57.3,F,36
JZI,Airlines,Online,Basic Plan,No,20,PHILIPPINES,18.84,6.47,F,56
CCR,Travel Agency,Online,Single Trip Travel Protect Gold,No,13,PHILIPPINES,31.83,9.67,F,29
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,71.02,19.36,M,56
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,22.3,6.01,F,22
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,55.05,14.25,M,47
JWT,Airlines,Online,Value Plan,No,8,INDIA,40.04,45.19,M,38
JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,20.0,7.26,M,61
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,17.68,4.89,M,38
C2B,Airlines,Online,Bronze Plan,No,67,SINGAPORE,27.07,7.52,F,30
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16.3,4.61,M,34
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,15.62,8.36,F,48
JZI,Airlines,Online,Basic Plan,No,21,INDONESIA,17.47,6.79,F,38
JZI,Airlines,Online,Basic Plan,No,17,CHINA,29.18,10.72,F,47
KML,Travel Agency,Offline,Comprehensive Plan,No,44,MALAYSIA,27.31,10.3,F,58
JZI,Airlines,Online,Basic Plan,No,28,CHINA,31.42,10.64,F,40
KML,Travel Agency,Online,Premier Plan,No,437,BRAZIL,35.45,60.03,F,45
JZI,Airlines,Online,Basic Plan,No,24,"KOREA, REPUBLIC OF",25.37,8.33,F,51
JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,19.05,6.04,F,36
JZI,Airlines,Online,Basic Plan,No,19,HONG KONG,25.36,7.74,M,34
C2B,Airlines,Online,Bronze Plan,No,0,SINGAPORE,21.95,5.11,M,28
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,11.55,3.61,M,29
JZI,Airlines,Online,Value Plan,No,24,CHINA,68.59,22.42,F,46
KML,Airlines,Online,Value Plan,No,58,INDONESIA,28.13,13.25,F,52
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,19.13,5.79,F,39
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,22.54,4.78,M,30
LWC,Travel Agency,Online,Value Plan,No,8,CHINA,66.19,22.3,M,44
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,38.45,9.69,M,42
