Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Annual Silver Plan,Yes,19.0,SINGAPORE,252.85,63.21,F,68.0
JZI,Airlines,Online,Basic Plan,No,5.0,TAIWAN,35.0,12.25,F,25.0
C2B,Airlines,Online,Silver Plan,No,20.0,SINGAPORE,72.0,18.0,F,25.0
C2B,Airlines,Online,Annual Silver Plan,Yes,457.0,SINGAPORE,252.85,63.21,F,47.0
C2B,Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,33.5,8.38,M,45.0
C2B,Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,27.0,6.75,F,23.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,29.5,7.38,F,33.0
C2B,Airlines,Online,Bronze Plan,Yes,374.0,SINGAPORE,291.75,72.94,F,46.0
C2B,Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,40.0,10.0,M,23.0
JZI,Airlines,Online,Basic Plan,No,55.0,INDONESIA,37.0,12.95,F,39.0
RAB,Airlines,Online,Value Plan,No,32.0,BRUNEI DARUSSALAM,15.0,6.0,F,61.0
C2B,Airlines,Online,Silver Plan,Yes,60.0,SINGAPORE,29.5,7.38,F,19.0
JWT,Airlines,Online,Value Plan,No,50.0,INDIA,60.0,24.0,M,118.0
C2B,Airlines,Online,Bronze Plan,Yes,36.0,SINGAPORE,21.0,5.25,F,41.0
JZI,Airlines,Online,Value Plan,No,13.0,KOREA,45.0,15.75,M,42.0
C2B,Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,20.0,5.0,F,60.0
C2B,Airlines,Online,Silver Plan,Yes,13.0,SINGAPORE,62.0,15.5,F,29.0
C2B,Airlines,Online,Silver Plan,No,6.0,SINGAPORE,29.0,7.25,M,41.0
C2B,Airlines,Online,Annual Silver Plan,Yes,12.0,SINGAPORE,22.5,5.63,M,57.0
C2B,Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,F,30.0
C2B,Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,40.5,10.13,F,84.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,368.0,THAILAND,97.0,0.0,F,30.0
JZI,Airlines,Online,Basic Plan,No,7.0,SRI LANKA,26.0,9.1,M,49.0
C2B,Airlines,Online,Bronze Plan,Yes,3.0,SINGAPORE,11.5,2.88,M,57.0
C2B,Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,40.5,10.13,F,23.0
JZI,Airlines,Online,Basic Plan,No,16.0,INDONESIA,30.0,10.5,F,31.0
C2B,Airlines,Online,Silver Plan,No,2.0,SINGAPORE,18.5,4.63,F,37.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,15.0,3.75,F,31.0
C2B,Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,16.0,4.0,M,35.0
KML,Travel Agency,Online,Value Plan,No,16.0,AUSTRALIA,75.0,28.5,M,60.0
JZI,Airlines,Online,Basic Plan,No,37.0,THAILAND,22.0,7.7,F,31.0
C2B,Airlines,Online,Silver Plan,No,17.0,SINGAPORE,22.5,5.63,M,32.0
C2B,Airlines,Online,Silver Plan,No,16.0,SINGAPORE,18.5,4.63,M,27.0
JZI,Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,F,52.0
C2B,Airlines,Online,Bronze Plan,No,92.0,SINGAPORE,23.4,5.85,F,37.0
C2B,Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,22.5,5.63,F,45.0
JZI,Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,M,60.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,39.0,9.75,F,76.0
C2B,Airlines,Online,Annual Silver Plan,No,63.0,SINGAPORE,161.0,40.25,F,37.0
JZI,Airlines,Online,Basic Plan,No,8.0,INDONESIA,18.0,6.3,M,37.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.5,5.88,F,22.0
C2B,Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,14.95,3.74,M,33.0
JZI,Airlines,Online,Basic Plan,No,43.0,MALAYSIA,0.0,20.3,M,46.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,40.0
JZI,Airlines,Online,Basic Plan,Yes,13.0,SRI LANKA,26.0,9.1,F,48.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,16.0,4.0,M,61.0
C2B,Airlines,Online,Silver Plan,No,23.0,SINGAPORE,81.5,20.38,M,32.0
C2B,Airlines,Online,Annual Silver Plan,Yes,377.0,SINGAPORE,216.0,54.0,F,30.0
C2B,Airlines,Online,Silver Plan,No,18.0,SINGAPORE,29.0,7.25,F,51.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,216.0,54.0,M,24.0
C2B,Airlines,Online,Bronze Plan,No,35.0,SINGAPORE,100.1,25.02,F,26.0
C2B,Airlines,Online,Silver Plan,No,13.0,SINGAPORE,62.0,15.5,M,50.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,0.0,11.88,F,33.0
C2B,Airlines,Online,Silver Plan,No,35.0,SINGAPORE,25.0,6.25,M,31.0
C2B,Airlines,Online,Silver Plan,No,6.0,SINGAPORE,29.5,7.38,M,26.0
JZI,Travel Agency,Offline,Basic Plan,No,8.0,MALAYSIA,30.0,10.5,M,24.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,26.0,9.1,M,52.0
TST,Travel Agency,Offline,Travel Cruise Protect,Yes,15.0,THAILAND,30.0,10.5,M,64.0
C2B,Airlines,Online,Silver Plan,Yes,10.0,SINGAPORE,22.5,5.63,M,26.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,9.0,PORTUGAL,36.5,14.44,M,36.0
C2B,Airlines,Online,Bronze Plan,Yes,49.0,SINGAPORE,40.0,10.0,F,33.0
C2B,Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,216.0,54.0,M,18.0
C2B,Airlines,Online,Silver Plan,Yes,18.0,SINGAPORE,18.5,4.63,M,68.0
C2B,Airlines,Online,Annual Silver Plan,Yes,435.0,SINGAPORE,161.0,40.25,F,36.0
C2B,Airlines,Online,Silver Plan,Yes,23.0,SINGAPORE,93.6,23.4,F,26.0
C2B,Airlines,Online,Silver Plan,Yes,15.0,SINGAPORE,29.5,7.38,M,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,21.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,18.5,4.63,F,36.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,M,31.0
JZI,Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,M,46.0
JZI,Airlines,Online,Basic Plan,No,24.0,PHILIPPINES,22.0,7.7,M,35.0
JZI,Airlines,Online,Basic Plan,No,4.0,CHINA,26.0,9.1,F,46.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,30.0
JZI,Airlines,Online,Basic Plan,No,3.0,MALAYSIA,22.0,7.7,M,42.0
C2B,Airlines,Online,Silver Plan,Yes,2.0,SINGAPORE,23.5,5.53,M,23.0
JZI,Airlines,Online,Basic Plan,No,5.0,VIET NAM,18.0,6.3,M,40.0
JZI,Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,M,57.0
C2B,Airlines,Online,Silver Plan,Yes,37.0,SINGAPORE,47.5,11.88,F,37.0
C2B,Airlines,Online,Silver Plan,Yes,10.0,SINGAPORE,41.0,10.25,F,33.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,18.5,4.63,F,36.0
C2B,Airlines,Online,Silver Plan,Yes,55.0,SINGAPORE,62.0,15.5,F,45.0
JZI,Airlines,Online,Basic Plan,No,18.0,INDIA,35.0,12.25,M,44.0
C2B,Airlines,Online,Annual Silver Plan,Yes,374.0,SINGAPORE,216.0,54.0,M,50.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,16.0,4.0,M,34.0
C2B,Airlines,Online,Bronze Plan,Yes,11.0,SINGAPORE,18.5,4.63,F,84.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,41.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,259.2,64.8,F,30.0
C2B,Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,29.5,7.38,F,43.0
C2B,Airlines,Online,Silver Plan,Yes,19.0,SINGAPORE,72.0,18.0,F,31.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,21.0,5.25,F,41.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,M,56.0
JWT,Airlines,Online,Value Plan,Yes,5.0,INDIA,195.0,78.0,M,118.0
C2B,Airlines,Online,Silver Plan,No,5.0,SINGAPORE,23.4,5.85,M,37.0
C2B,Airlines,Online,Silver Plan,Yes,9.0,SINGAPORE,39.0,9.75,F,37.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,216.0,54.0,F,41.0
C2B,Airlines,Online,Silver Plan,No,21.0,SINGAPORE,47.5,11.88,F,25.0
C2B,Airlines,Online,Annual Silver Plan,Yes,377.0,SINGAPORE,252.85,63.21,M,57.0
JZI,Airlines,Online,Basic Plan,No,17.0,SRI LANKA,35.0,12.25,F,33.0
JZI,Airlines,Online,Basic Plan,No,3.0,INDONESIA,18.0,6.3,F,53.0
JZI,Airlines,Online,Value Plan,Yes,20.0,JAPAN,91.0,23.45,F,36.0
C2B,Airlines,Online,Silver Plan,No,12.0,SINGAPORE,18.5,4.63,M,36.0
JZI,Airlines,Online,Basic Plan,Yes,9.0,VIET NAM,22.0,7.7,F,54.0
C2B,Airlines,Online,Annual Silver Plan,Yes,382.0,SINGAPORE,56.5,14.13,M,34.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,61.0
C2B,Airlines,Online,Annual Silver Plan,No,387.0,SINGAPORE,280.8,70.2,M,67.0
JZI,Airlines,Online,Basic Plan,No,26.0,CHINA,26.0,9.1,M,52.0
C2B,Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,13.5,3.38,F,27.0
C2B,Airlines,Online,Silver Plan,No,4.0,SINGAPORE,24.5,6.13,M,33.0
C2B,Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,33.5,8.38,F,28.0
JZI,Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,F,53.0
JZI,Airlines,Online,Basic Plan,No,25.0,CHINA,35.0,12.25,F,44.0
C2B,Airlines,Online,Silver Plan,Yes,4.0,SINGAPORE,18.5,4.63,F,68.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,29.5,7.38,M,31.0
C2B,Airlines,Online,Silver Plan,No,107.0,SINGAPORE,54.5,13.63,F,34.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,22.5,5.63,M,42.0
C2B,Airlines,Online,Silver Plan,Yes,42.0,SINGAPORE,49.0,12.25,M,23.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,17.0,AUSTRALIA,36.5,23.73,M,42.0
C2B,Airlines,Online,Bronze Plan,Yes,17.0,SINGAPORE,20.0,5.0,F,41.0
JZI,Airlines,Online,Basic Plan,Yes,7.0,HONG KONG,22.0,6.3,M,35.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,18.5,4.63,F,36.0
C2B,Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,27.0,6.75,F,30.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,29.5,7.38,F,35.0
C2B,Airlines,Online,Silver Plan,No,60.0,SINGAPORE,24.5,6.13,F,29.0
C2B,Airlines,Online,Silver Plan,Yes,19.0,SINGAPORE,72.0,18.0,F,46.0
JZI,Airlines,Online,Basic Plan,No,1.0,CHINA,18.0,6.3,M,53.0
C2B,Airlines,Online,Bronze Plan,Yes,24.0,SINGAPORE,60.0,15.0,F,22.0
C2B,Airlines,Online,Bronze Plan,No,28.0,SINGAPORE,33.5,8.38,F,24.0
C2B,Airlines,Online,Bronze Plan,Yes,15.0,SINGAPORE,67.0,16.75,F,38.0
CCR,Airlines,Online,Comprehensive Plan,No,28.0,THAILAND,29.0,9.57,F,65.0
JZI,Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,M,34.0
JZI,Airlines,Online,Basic Plan,No,42.0,INDONESIA,18.0,6.3,F,29.0
C2B,Airlines,Online,Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,28.0
JZI,Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,M,26.0
C2B,Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,23.5,5.88,F,28.0
C2B,Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,29.5,7.38,M,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,252.85,63.21,M,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,M,41.0
LWC,Travel Agency,Online,Annual Travel Protect Gold,No,81.0,INDONESIA,231.0,150.15,F,37.0
C2B,Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,M,42.0
C2B,Airlines,Online,Bronze Plan,Yes,2.0,SINGAPORE,13.5,3.38,F,22.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,22.0,7.7,M,45.0
JZI,Airlines,Online,Basic Plan,Yes,48.0,CHINA,35.0,12.25,M,34.0
C2B,Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,40.0,10.0,M,37.0
C2B,Airlines,Online,Bronze Plan,Yes,45.0,SINGAPORE,60.0,15.0,F,24.0
C2B,Airlines,Online,Annual Silver Plan,Yes,368.0,SINGAPORE,216.0,54.0,M,40.0
C2B,Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,202.3,50.58,M,41.0
JZI,Airlines,Online,Value Plan,No,25.0,FRANCE,109.0,38.15,M,58.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,252.85,63.21,F,57.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,92.0,THAILAND,29.0,9.57,F,27.0
TST,Travel Agency,Offline,Travel Cruise Protect,Yes,10.0,THAILAND,30.0,10.5,F,30.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,47.5,11.88,F,36.0
JZI,Airlines,Online,Basic Plan,No,8.0,INDONESIA,18.0,6.3,M,29.0
JZI,Airlines,Online,Basic Plan,No,24.0,PHILIPPINES,22.0,7.7,F,29.0
JZI,Airlines,Online,Basic Plan,Yes,36.0,INDONESIA,22.0,6.3,F,48.0
C2B,Airlines,Online,Silver Plan,No,4.0,SINGAPORE,18.5,4.63,M,36.0
C2B,Airlines,Online,Silver Plan,Yes,10.0,SINGAPORE,41.5,10.38,M,28.0
C2B,Airlines,Online,Bronze Plan,Yes,5.0,SINGAPORE,21.0,5.25,M,57.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,9.0,THAILAND,29.0,9.57,F,35.0
JZI,Airlines,Online,Basic Plan,No,28.0,THAILAND,22.0,7.7,F,48.0
JZI,Airlines,Online,Value Plan,Yes,4.0,AUSTRALIA,45.0,15.75,M,44.0
C2B,Airlines,Online,Bronze Plan,Yes,365.0,SINGAPORE,0.0,40.25,M,39.0
C2B,Airlines,Online,Bronze Plan,Yes,5.0,SINGAPORE,21.0,5.25,F,24.0
C2B,Airlines,Online,Bronze Plan,Yes,6.0,SINGAPORE,16.0,4.0,F,30.0
JZI,Airlines,Online,Basic Plan,No,3.0,THAILAND,18.0,6.3,M,59.0
JZI,Airlines,Online,Basic Plan,No,46.0,THAILAND,22.0,7.7,M,44.0
C2B,Airlines,Online,Bronze Plan,Yes,5.0,SINGAPORE,11.5,2.88,F,34.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.5,5.88,F,22.0
C2B,Airlines,Online,Annual Silver Plan,No,382.0,SINGAPORE,216.0,54.0,F,32.0
C2B,Airlines,Online,Silver Plan,Yes,13.0,SINGAPORE,54.5,13.63,M,22.0
C2B,Airlines,Online,Silver Plan,Yes,49.0,SINGAPORE,39.0,9.75,F,17.0
C2B,Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,13.5,3.38,F,22.0
C2B,Airlines,Online,Bronze Plan,Yes,11.0,SINGAPORE,23.5,5.88,F,22.0
JZI,Airlines,Online,Basic Plan,Yes,9.0,MYANMAR,33.0,11.55,M,23.0
C2B,Airlines,Online,Silver Plan,Yes,22.0,SINGAPORE,54.5,13.63,F,43.0
C2B,Airlines,Online,Annual Gold Plan,Yes,365.0,SINGAPORE,389.35,97.34,M,67.0
JZI,Airlines,Online,Basic Plan,No,123.0,CHINA,35.0,12.25,F,25.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,23.5,5.88,M,31.0
TST,Travel Agency,Offline,Travel Cruise Protect,No,8.0,MALAYSIA,30.0,10.5,F,56.0
JZI,Airlines,Online,Value Plan,No,7.0,CHINA,36.0,12.6,M,42.0
KML,Travel Agency,Online,Premier Plan,No,60.0,PORTUGAL,72.0,27.36,F,48.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,17.0,4.25,F,26.0
C2B,Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,16.0,4.0,F,36.0
JZI,Airlines,Online,Basic Plan,No,45.0,INDONESIA,33.0,11.55,F,55.0
C2B,Airlines,Online,Silver Plan,Yes,33.0,SINGAPORE,137.0,34.25,F,38.0
C2B,Airlines,Online,Silver Plan,Yes,6.0,SINGAPORE,29.5,7.38,M,28.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,40.0
JZI,Airlines,Online,Value Plan,No,63.0,AUSTRALIA,45.0,15.75,F,68.0
C2B,Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,72.0,18.0,F,36.0
JZI,Airlines,Online,Basic Plan,No,39.0,PHILIPPINES,37.0,12.95,F,41.0
JZI,Airlines,Online,Basic Plan,No,18.0,AUSTRALIA,35.0,12.25,F,44.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,26.0
C2B,Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,20.0,5.0,M,27.0
C2B,Airlines,Online,Silver Plan,Yes,11.0,SINGAPORE,63.5,15.88,F,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,372.0,SINGAPORE,216.0,54.0,M,37.0
C2B,Airlines,Online,Silver Plan,Yes,16.0,SINGAPORE,72.0,18.0,F,22.0
TTW,Airlines,Offline,Individual Comprehensive Plan,No,365.0,SINGAPORE,97.0,0.0,M,34.0
C2B,Airlines,Online,Bronze Plan,Yes,16.0,SINGAPORE,21.0,5.25,F,30.0
C2B,Airlines,Online,Gold Plan,Yes,42.0,SINGAPORE,91.0,22.75,M,29.0
JZI,Airlines,Online,Basic Plan,No,126.0,CHINA,26.0,9.1,M,27.0
C2B,Airlines,Online,Silver Plan,Yes,18.0,SINGAPORE,48.5,12.13,F,42.0
JZI,Airlines,Online,Basic Plan,No,21.0,THAILAND,22.0,7.7,M,29.0
JZI,Airlines,Online,Basic Plan,No,8.0,CHINA,22.0,7.7,M,53.0
JZI,Airlines,Online,Basic Plan,No,8.0,PHILIPPINES,22.0,7.7,F,37.0
C2B,Airlines,Online,Annual Silver Plan,Yes,378.0,SINGAPORE,216.0,54.0,F,31.0
C2B,Airlines,Online,Silver Plan,No,3.0,SINGAPORE,15.0,3.75,M,26.0
JZI,Airlines,Online,Basic Plan,Yes,15.0,HONG KONG,26.0,9.1,M,48.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,39.0,9.75,F,55.0
ART,Airlines,Online,24 Protect,No,5.0,VIET NAM,37.5,9.38,M,38.0
JZI,Airlines,Online,Basic Plan,No,36.0,JAPAN,35.0,12.25,M,26.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,13.0,UNITED STATES,67.0,43.55,F,44.0
JZI,Airlines,Online,Basic Plan,Yes,15.0,CHINA,35.0,12.25,F,54.0
JZI,Airlines,Online,Value Plan,No,14.0,JAPAN,45.0,15.75,M,48.0
JZI,Airlines,Online,Basic Plan,No,6.0,PHILIPPINES,18.0,6.3,F,49.0
JZI,Airlines,Online,Basic Plan,Yes,15.0,THAILAND,22.0,7.7,M,40.0
C2B,Airlines,Online,Annual Silver Plan,Yes,405.0,SINGAPORE,161.0,40.25,M,35.0
C2B,Airlines,Online,Annual Silver Plan,Yes,378.0,SINGAPORE,216.0,54.0,F,41.0
C2B,Airlines,Online,Bronze Plan,No,39.0,SINGAPORE,56.5,14.13,F,24.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,M,30.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,40.0,10.0,F,44.0
C2B,Airlines,Online,Silver Plan,Yes,13.0,SINGAPORE,48.5,12.13,F,42.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,20.0,5.0,F,30.0
C2B,Airlines,Online,Bronze Plan,Yes,2.0,SINGAPORE,23.5,5.88,F,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,259.2,64.8,F,30.0
C2B,Airlines,Online,Bronze Plan,Yes,76.0,SINGAPORE,18.0,4.25,M,76.0
C2B,Airlines,Online,Bronze Plan,No,39.0,SINGAPORE,30.55,7.64,M,24.0
C2B,Airlines,Online,Silver Plan,Yes,34.0,SINGAPORE,24.05,6.01,F,54.0
C2B,Airlines,Online,Silver Plan,No,17.0,SINGAPORE,41.5,10.38,F,1.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,30.0
JZI,Airlines,Online,Basic Plan,No,26.0,CHINA,26.0,9.1,M,26.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,21.0,5.25,M,27.0
JZI,Airlines,Online,Basic Plan,No,11.0,INDONESIA,18.0,6.3,F,42.0
C2B,Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,86.4,21.6,F,25.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,11.0,AUSTRIA,67.0,43.55,M,43.0
C2B,Airlines,Online,Silver Plan,Yes,32.0,SINGAPORE,22.5,5.63,F,32.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,62.0,15.5,M,45.0
C2B,Airlines,Online,Bronze Plan,No,2.0,SINGAPORE,16.0,4.0,M,57.0
C2B,Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,201.0,50.25,F,57.0
C2B,Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,F,50.0
C2B,Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,21.0,5.25,M,35.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,Yes,100.0,UNITED STATES,67.0,43.55,M,46.0
JZI,Airlines,Online,Basic Plan,No,15.0,HONG KONG,26.0,9.1,F,35.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,42.0
RAB,Airlines,Online,Value Plan,No,151.0,BRUNEI DARUSSALAM,15.0,6.0,F,43.0
JZI,Airlines,Online,Basic Plan,No,42.0,THAILAND,26.0,9.1,M,34.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,62.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,17.55,4.39,M,67.0
C2B,Airlines,Online,Annual Silver Plan,Yes,405.0,SINGAPORE,161.0,40.25,M,43.0
C2B,Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,23.5,5.88,M,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,216.0,54.0,F,40.0
JZI,Airlines,Online,Basic Plan,No,8.0,CHINA,26.0,9.1,M,44.0
C2B,Airlines,Online,Annual Silver Plan,No,375.0,SINGAPORE,216.0,54.0,M,26.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,21.0,5.25,F,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,382.0,SINGAPORE,252.85,63.21,M,26.0
JZI,Airlines,Online,Basic Plan,No,24.0,CHINA,35.0,12.25,M,48.0
C2B,Airlines,Online,Bronze Plan,Yes,18.0,SINGAPORE,44.85,11.21,M,27.0
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,106.0,JAPAN,56.0,36.4,M,20.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,34.0
C2B,Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,161.0,40.25,F,30.0
JZI,Airlines,Online,Basic Plan,No,26.0,CHINA,35.0,12.25,F,32.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,42.0
JZI,Airlines,Online,Basic Plan,No,9.0,VIET NAM,18.0,6.3,F,58.0
JZI,Airlines,Online,Basic Plan,No,4.0,MALAYSIA,22.0,7.7,F,31.0
C2B,Airlines,Online,Annual Silver Plan,Yes,375.0,SINGAPORE,216.0,54.0,F,26.0
C2B,Airlines,Online,Bronze Plan,Yes,207.0,SINGAPORE,61.1,15.28,F,26.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,20.0,5.0,F,31.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,216.0,54.0,F,36.0
C2B,Airlines,Online,Silver Plan,No,14.0,SINGAPORE,18.5,4.63,F,23.0
JZI,Airlines,Online,Premier Plan,Yes,11.0,PORTUGAL,111.0,42.18,M,48.0
C2B,Airlines,Online,Annual Silver Plan,Yes,401.0,SINGAPORE,252.85,63.21,M,28.0
JZI,Airlines,Online,Basic Plan,No,48.0,CHINA,35.0,14.0,F,58.0
C2B,Airlines,Online,Bronze Plan,Yes,37.0,SINGAPORE,0.0,15.57,M,41.0
JWT,Airlines,Online,Value Plan,No,19.0,INDIA,72.0,28.8,M,118.0
JZI,Airlines,Online,Basic Plan,No,4.0,CHINA,22.0,7.7,M,31.0
C2B,Airlines,Online,Silver Plan,No,13.0,SINGAPORE,47.5,11.88,M,38.0
JZI,Airlines,Online,Basic Plan,No,36.0,CHINA,44.0,15.4,F,31.0
C2B,Airlines,Online,Gold Plan,Yes,48.0,SINGAPORE,202.3,50.58,F,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,391.0,SINGAPORE,280.8,70.2,M,43.0
C2B,Airlines,Online,Silver Plan,Yes,49.0,SINGAPORE,72.0,18.0,F,31.0
C2B,Airlines,Online,Annual Silver Plan,No,401.0,SINGAPORE,216.0,54.0,F,50.0
C2B,Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,18.0,4.5,F,34.0
JZI,Airlines,Online,Basic Plan,Yes,6.0,THAILAND,22.0,7.7,M,26.0
C2B,Airlines,Online,Silver Plan,Yes,21.0,SINGAPORE,0.0,11.88,F,42.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,F,60.0
JWT,Airlines,Online,Value Plan,No,16.0,INDIA,62.0,24.8,M,118.0
C2B,Airlines,Online,Bronze Plan,Yes,11.0,SINGAPORE,39.0,9.75,M,47.0
